X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,label
0,0,0,0,0,0,0,70112,78,0,0,0,278,0,0
0,0,0,0,0,9,0,70111,0,0,0,0,1,1,0
0,0,0,0,0,0,0,70110,8437,0,0,0,4,1,0
0,0,0,0,0,0,0,70109,0,0,0,0,2,1,0
0,0,0,0,0,0,0,70108,128,0,0,0,222,0,0
0,0,0,0,0,0,0,70107,0,0,0,0,2,1,0
0,0,0,0,0,0,0,70106,135,0,7,0,1,0,0
0,0,0,0,0,0,0,70105,529,0,0,0,1,1,0
0,0,0,0,0,0,0,70104,0,0,0,0,3,0,0
0,0,0,0,0,0,0,70103,465,0,0,0,11,1,0
0,0,0,0,0,0,0,70102,6834,0,0,0,2,1,0
0,0,0,0,0,0,0,70101,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70100,0,0,0,0,486,0,1
0,0,0,0,0,0,0,70099,0,0,0,0,22,0,1
0,0,0,0,0,0,0,70098,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70097,333,0,1,0,1,1,0
0,0,0,0,0,0,0,70096,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70095,329,0,0,0,1,1,0
0,0,0,0,0,0,0,70094,364,0,0,0,1,1,0
0,0,0,0,0,0,0,70093,656,0,0,0,12,1,0
0,0,0,0,0,0,0,70092,2470,0,0,0,10,1,0
0,0,0,0,0,0,0,70091,1938,0,0,0,19,1,0
0,0,0,0,0,0,0,70090,4781,0,0,0,4,1,0
0,0,0,0,0,0,0,70089,0,0,0,0,1,1,0
0,0,0,0,0,0,0,70088,11564,0,0,0,5,1,0
0,0,0,0,0,0,0,70087,2445,0,0,0,4,1,0
0,0,0,0,0,0,0,70086,426,0,0,0,6,1,0
0,0,0,0,0,0,0,70085,762,0,0,0,17,1,0
0,0,0,0,0,0,0,70084,575,0,0,0,1,1,0
0,0,0,0,0,0,0,70083,330,0,0,0,1,1,0
0,0,0,0,0,0,0,70082,326,0,0,0,2,1,0
0,0,0,0,0,0,0,70081,34660,0,0,0,1,1,0
0,0,0,0,0,0,0,70080,2698,0,0,0,4,1,0
0,0,0,0,0,0,0,70079,0,0,0,0,162,0,1
0,0,0,0,0,0,0,70078,8549,0,0,0,4,1,0
0,0,0,0,0,0,0,70077,6008,0,0,0,3,1,0
0,0,0,0,0,0,0,70076,1411,0,0,0,8,1,0
0,0,0,0,0,0,0,70075,12984,0,0,0,1,1,0
0,0,0,0,0,0,0,70074,449,0,1,0,1,1,0
0,0,0,0,0,0,0,70073,449,0,0,0,10,1,0
0,0,0,0,0,0,0,70072,169,0,0,0,7,1,0
0,0,0,0,0,0,0,70071,304,0,0,0,32,1,0
0,0,0,0,0,0,0,70070,0,0,0,0,8,1,0
0,0,0,0,0,0,0,70069,12884,0,0,0,2,1,0
0,0,0,0,0,0,0,70068,328,0,20,0,1,1,0
0,0,0,0,0,0,0,70067,955,0,0,0,6,1,0
0,0,0,0,0,0,0,70066,0,0,0,0,9,0,0
0,0,0,0,0,0,0,70065,77,0,0,0,171,0,0
0,0,0,0,0,0,0,70064,142,0,0,0,1,0,0
0,0,0,0,0,0,0,70063,1380,0,0,0,5,1,0
0,0,0,0,0,0,0,70062,870,0,0,0,28,1,0
0,0,0,0,0,0,0,70061,1468,0,18,0,1,0,0
0,0,0,0,0,0,0,70060,1423,0,0,0,16,1,0
0,0,0,0,0,0,0,70059,9551,0,0,0,1,1,0
0,0,0,0,0,0,0,70058,864,0,0,0,39,1,0
0,0,0,0,0,0,0,70057,10369,0,0,0,6,1,0
0,0,0,0,0,0,0,70056,330,0,0,0,1,1,0
0,0,0,0,0,0,0,70055,6924,0,0,0,12,1,0
0,0,0,0,0,0,0,70054,709,0,0,0,1,1,0
0,0,0,0,0,0,0,70053,851,0,0,0,17,1,0
0,0,0,0,0,0,0,70052,3360,0,0,0,6,1,0
0,0,0,0,0,0,0,70051,328,0,0,0,1,1,0
0,0,0,0,0,0,0,70050,1483,0,0,0,3,1,0
0,0,0,0,0,0,0,70049,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70048,134,0,0,0,145,0,0
0,0,0,0,0,0,0,70047,2719,0,0,0,1,1,0
0,0,0,0,0,0,0,70046,771,0,0,0,8,1,0
0,0,2,0,0,0,0,70045,9598,0,409,0,1,1,0
0,0,0,0,0,0,0,70044,651,0,0,0,12,1,0
0,0,0,0,0,0,0,70043,447,0,0,0,26,1,0
0,0,0,0,0,0,0,70042,0,0,0,0,2,1,0
0,0,0,0,0,0,0,70041,1951,0,0,0,30,1,0
0,0,0,0,0,0,0,70040,42,0,0,0,4,0,0
0,0,0,0,0,0,0,70039,453,0,0,0,15,1,0
0,0,0,0,0,0,0,70038,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70037,1980,0,0,0,18,1,0
0,0,0,0,0,0,0,70036,5530,0,0,0,2,1,0
0,0,0,0,0,0,0,70035,321,0,0,0,7,1,0
0,0,0,0,0,0,0,70034,1701,0,0,0,7,1,0
0,0,0,0,0,0,0,70033,0,0,0,0,3,0,0
0,0,0,0,0,0,0,70032,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70031,420,0,0,0,7,1,0
0,0,0,0,0,0,0,70030,0,0,0,0,2,0,0
0,0,0,0,0,0,0,70029,1229,0,0,0,4,1,0
0,0,0,0,0,0,0,70028,0,0,0,0,1,1,0
0,0,0,0,0,0,0,70027,573,0,0,0,28,1,0
0,0,0,0,0,0,0,70026,821,0,0,0,15,1,0
0,0,0,0,0,0,0,70025,0,0,0,0,36,0,1
0,0,0,0,0,0,0,70024,146,0,0,0,3,0,0
0,0,0,0,0,0,0,70023,327,0,1,0,1,1,0
0,0,0,0,0,0,0,70022,326,0,0,0,2,1,0
0,0,0,0,0,0,0,70021,765,0,0,0,9,1,0
0,0,0,0,0,0,0,70020,15455,0,0,0,22,1,0
0,0,0,0,0,0,0,70019,315,0,0,0,1,1,0
0,0,0,0,0,0,0,70018,0,0,0,0,8,0,0
0,0,0,0,0,0,0,70017,70,0,0,0,195,0,0
0,0,0,0,0,0,0,70016,584,0,0,0,4,1,0
0,0,0,0,0,0,0,70015,334,0,1,0,1,1,0
0,0,0,0,0,0,0,70014,5670,0,0,0,10,1,0
0,0,0,0,0,0,0,70013,9986,0,0,0,10,1,0
0,0,0,0,0,0,0,70012,48,0,0,0,1,0,0
0,0,0,0,0,0,0,70011,1301,0,0,0,5,1,0
0,0,0,0,0,0,0,70010,0,0,0,0,20,0,0
0,0,0,0,0,0,0,70009,0,0,0,0,1,0,0
0,0,0,0,0,0,0,70008,3327,0,0,0,1,1,0
0,0,0,0,0,0,0,70007,1249,0,0,0,7,1,0
0,0,0,0,0,0,0,70006,0,0,0,0,425,0,1
0,0,0,0,0,0,0,70005,3282,0,0,0,8,1,0
0,0,0,0,0,0,0,70004,4482,0,0,0,4,1,0
0,0,0,0,0,0,0,70003,0,0,0,0,2,0,0
0,0,0,0,0,0,0,70002,302,0,0,0,1,1,0
0,0,0,0,0,0,0,70001,3754,0,0,0,18,1,0
0,0,0,0,0,0,0,70000,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69999,6282,0,0,0,6,1,0
0,0,0,0,0,0,0,69998,1461,0,0,0,3,1,0
0,0,0,0,0,0,0,69997,955,0,0,0,3,1,0
0,0,0,0,0,0,0,69996,657,0,0,0,7,1,0
0,0,0,0,0,0,0,69995,5921,0,0,0,1,1,0
0,0,0,0,0,0,0,69994,426,0,0,0,5,1,0
0,0,0,0,0,0,0,69993,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69992,7902,0,0,0,1,1,0
0,0,0,0,0,0,0,69991,0,0,0,0,2,0,0
0,0,0,0,0,0,0,69990,43,0,0,0,122,0,0
0,0,0,0,0,0,0,69989,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69988,1956,0,0,0,1,1,0
0,0,0,0,0,0,0,69987,78,0,0,0,139,0,0
0,0,0,0,0,0,0,69986,8113,0,0,0,7,1,0
0,0,0,0,0,0,0,69985,280,0,1,0,1,1,0
0,0,0,0,0,0,0,69984,17540,0,0,0,8,1,0
0,0,0,0,0,0,0,69983,0,0,0,0,3,0,0
0,0,0,0,0,0,0,69982,4,0,0,0,1,0,0
0,0,0,0,0,0,0,69981,581,0,0,0,13,1,0
0,0,0,0,0,0,0,69980,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69979,139,0,0,0,77,0,0
0,4,19,1,0,10,8,69978,148722,2,7805,0,1,1,0
0,0,0,0,0,0,0,69977,764,0,0,0,2,1,0
0,0,0,0,0,0,0,69976,46,0,0,0,11,0,0
0,0,0,0,0,0,0,69975,5284,0,0,0,9,1,0
0,0,0,0,0,0,0,69974,997,0,0,0,28,1,0
0,0,0,0,0,0,0,69973,1643,0,0,0,12,1,0
0,0,0,0,0,0,0,69972,146,0,0,0,7,0,0
0,0,0,0,0,0,0,69971,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69970,2881,0,0,0,14,1,0
0,0,0,0,0,0,0,69969,0,0,0,0,12,0,1
0,0,0,0,0,0,0,69968,494,0,0,0,2,1,0
0,0,0,0,0,0,0,69967,0,0,0,0,2,1,0
0,0,0,0,0,0,0,69966,1401,0,7,0,1,1,0
0,0,0,0,0,0,0,69965,282,0,10,0,1,1,0
0,0,0,0,0,0,0,69964,362,0,0,0,10,1,0
0,0,0,0,0,0,0,69963,110,0,0,0,71,0,0
0,0,0,0,0,0,0,69962,3582,0,0,0,12,1,0
0,0,0,0,0,0,0,69961,1668,0,0,0,6,1,0
0,0,0,0,0,0,0,69960,0,0,0,0,6,0,0
0,0,0,0,0,0,0,69959,310,0,0,0,5,1,0
0,0,0,0,0,0,0,69958,4137,0,0,0,7,1,0
0,0,0,0,0,0,0,69957,6880,0,0,0,1,1,0
0,0,0,0,0,0,0,69956,327,0,0,0,1,1,0
0,0,0,0,0,0,0,69955,1707,0,0,0,9,1,0
0,0,0,0,0,0,0,69954,6367,0,0,0,9,1,0
0,0,0,0,0,0,0,69953,46,0,0,0,215,0,0
0,0,0,0,0,0,0,69952,146,0,0,0,1,0,0
0,0,0,0,0,0,0,69951,2507,0,0,0,4,1,0
0,0,0,0,0,0,0,69950,15767,0,0,0,12,1,0
0,0,0,0,0,0,0,69949,105,0,5784,0,1,0,0
0,0,0,0,0,0,0,69948,1212,0,0,0,3,1,0
0,0,0,0,0,0,0,69947,241,0,0,0,1,1,0
0,0,0,0,0,0,0,69946,3245,0,0,0,4,1,0
0,0,0,0,0,0,0,69945,131,0,0,0,80,0,0
0,0,0,0,0,0,0,69944,368,0,0,0,1,1,0
0,0,0,0,0,0,0,69943,0,0,0,0,4,0,0
0,0,0,0,0,0,0,69942,23786,0,0,0,1,1,0
0,0,0,0,0,0,0,69941,327,0,0,0,1,1,0
0,0,0,0,0,0,0,69940,4302,0,0,0,1,1,0
0,0,0,0,0,0,0,69939,2649,0,0,0,5,1,0
0,0,0,0,0,0,0,69938,1240,0,0,0,8,1,0
0,0,0,0,0,0,0,69937,320,0,0,0,3,1,0
0,0,0,0,0,0,0,69936,546,0,0,0,21,1,0
0,0,0,0,0,0,0,69935,0,0,0,0,459,0,1
0,0,0,0,0,0,0,69934,42,0,542,0,1,0,0
0,0,0,0,0,0,0,69933,29,0,0,0,1,0,0
0,0,0,0,0,0,0,69932,147,0,0,0,1,0,0
0,0,0,0,0,0,0,69931,0,0,0,0,12,0,0
0,0,0,0,0,0,0,69930,12884,0,0,0,5,1,0
0,0,0,0,0,0,0,69929,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69928,0,0,0,0,1,1,0
0,0,0,0,0,0,0,69927,828,0,0,0,9,1,0
0,0,0,0,0,0,0,69926,1475,0,0,0,12,1,0
0,0,0,0,0,0,0,69925,13206,0,0,0,5,1,0
0,0,0,0,0,0,0,69924,12793,0,0,0,1,1,0
0,0,0,0,0,0,0,69923,788,0,0,0,3,1,0
0,0,0,0,0,0,0,69922,128,0,0,0,4,0,0
0,0,0,0,0,0,0,69921,0,0,0,0,3,0,0
0,0,0,0,0,0,0,69920,45,0,0,0,167,0,0
0,0,0,0,0,0,0,69919,362,0,2,0,1,1,0
0,0,0,0,0,0,0,69918,328,0,4,0,1,1,0
0,0,0,0,0,0,0,69917,1125,0,0,0,3,1,0
0,0,0,0,0,0,0,69916,6914,0,0,0,13,1,0
0,0,0,0,0,0,0,69915,0,0,0,0,2,0,0
0,0,0,0,0,0,0,69914,7546,0,0,0,14,1,0
0,0,0,0,0,0,0,69913,1841,0,0,0,43,1,0
0,0,0,0,0,0,0,69912,2109,0,0,0,5,1,0
0,0,0,0,0,0,0,69911,1260,0,0,0,3,1,0
0,0,0,0,0,0,0,69910,136,0,0,0,224,0,0
0,0,0,0,0,0,0,69909,4152,0,30,1,1,1,0
0,0,0,0,0,0,0,69908,105,0,10455,0,4,0,0
0,0,0,0,0,0,0,69907,0,0,0,0,2,0,1
0,0,0,0,0,0,0,69906,105,0,10326,0,5,0,0
0,0,0,0,0,0,0,69905,2966,0,0,0,2,1,0
0,0,0,0,0,0,0,69904,325,0,0,0,2,1,0
0,0,0,0,0,0,0,69903,3332,0,0,0,2,1,0
0,0,0,0,0,0,0,69902,41,0,0,0,100,0,0
0,0,0,0,0,0,0,69901,139,0,0,0,1,0,0
0,0,0,0,0,0,0,69900,488,0,0,0,11,1,0
0,0,0,0,0,0,0,69899,1745,0,0,0,2,1,0
0,0,0,0,0,0,0,69898,1285,0,0,0,8,1,0
0,0,0,0,0,0,0,69897,72,0,0,0,263,0,0
0,0,0,0,0,0,0,69896,9399,0,0,0,16,1,0
0,0,0,0,0,0,0,69895,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69894,4,0,0,0,151,0,0
0,0,0,0,0,0,0,69893,44,0,28,0,3,0,0
0,0,0,0,0,0,0,69892,328,0,0,0,1,1,0
0,0,0,0,0,0,0,69891,455,0,0,0,7,1,0
0,0,0,0,0,0,0,69890,1596,0,0,0,24,1,0
0,0,0,0,0,0,0,69889,301,0,0,0,9,1,0
0,0,0,0,0,0,0,69888,4486,0,0,0,1,1,0
0,0,0,0,0,0,0,69887,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69886,136,0,0,0,210,0,0
0,0,0,0,0,0,0,69885,253,0,0,0,16,1,0
0,0,0,0,0,0,0,69884,117,0,0,0,43,0,0
0,0,0,0,0,0,0,69883,2313,0,0,0,23,1,0
0,0,0,0,0,0,0,69882,70,0,0,0,127,0,0
0,0,5,0,0,0,0,69881,1824,0,202,0,1,1,0
0,0,0,0,0,0,0,69880,0,0,0,0,13,1,0
0,0,0,0,0,0,0,69879,1767,0,0,0,2,1,0
0,0,0,0,0,0,0,69878,2304,0,0,0,13,1,0
0,0,0,0,0,0,0,69877,422,0,0,0,11,1,0
0,0,0,0,0,0,0,69876,0,0,0,0,2,0,0
0,0,0,0,0,0,0,69875,0,0,0,0,4,1,0
0,0,0,0,0,0,0,69874,223,0,0,0,1,0,0
0,0,0,0,0,0,0,69873,79,0,0,0,255,0,0
0,0,0,0,0,0,0,69872,10647,0,0,0,2,1,0
0,0,0,0,0,0,0,69871,657,0,0,0,16,1,0
0,0,0,0,0,0,0,69870,253,0,0,0,11,1,0
0,0,0,0,0,0,0,69869,753,0,0,0,7,1,0
0,0,0,0,0,0,0,69868,193,0,0,0,1,1,0
0,0,0,0,0,0,0,69867,326,0,4,0,1,1,0
0,0,0,0,0,0,0,69866,3432,0,0,0,9,1,0
0,0,0,0,0,0,0,69865,12141,0,0,0,12,1,0
0,0,0,0,0,0,0,69864,330,0,1,0,1,1,0
0,0,0,0,0,0,0,69863,1889,0,0,0,1,1,0
0,0,0,0,0,0,0,69862,1540,0,0,0,17,1,0
0,0,0,0,0,0,0,69861,241,0,0,0,66,1,0
0,0,0,0,0,0,0,69860,105,0,3047,0,1,0,0
0,0,0,0,0,0,0,69859,105,0,1327,0,3,0,0
0,0,0,0,0,0,0,69858,1923,0,0,0,16,1,0
0,0,0,0,0,0,0,69857,0,0,0,0,3,1,0
0,0,0,0,0,0,0,69856,2254,0,0,0,4,1,0
0,0,0,0,0,0,0,69855,6546,0,0,0,7,1,0
0,0,0,0,0,0,0,69854,16143,0,0,0,5,1,0
0,0,0,0,0,0,0,69853,2253,0,0,0,17,1,0
0,0,0,0,0,0,0,69852,578,0,0,0,19,1,0
0,0,0,0,0,0,0,69851,105,0,860,0,1,0,0
0,0,0,0,0,0,0,69850,5199,0,0,0,4,1,0
0,0,0,0,0,0,0,69849,23051,0,0,0,1,1,0
0,0,0,0,0,0,0,69848,44,0,0,0,106,0,0
0,0,0,0,0,0,0,69847,44,0,0,0,68,0,0
0,0,0,0,0,0,0,69846,523,0,0,0,20,1,0
0,0,0,0,0,0,0,69845,22996,0,0,0,6,1,0
0,0,0,0,0,0,0,69844,331,0,0,0,1,1,0
0,0,0,0,0,0,0,69843,266,0,475,0,11,1,0
0,0,0,0,0,0,0,69842,335,0,8,0,1,1,0
0,0,0,0,0,0,0,69841,0,0,0,0,509,0,1
0,0,0,0,0,0,0,69840,0,0,0,0,30,0,1
0,0,0,0,0,0,0,69839,37327,0,0,0,3,1,0
0,0,0,0,0,0,0,69838,8654,0,0,0,4,1,0
0,0,0,0,0,0,0,69837,3081,0,27,1,1,1,0
0,0,0,0,0,0,0,69836,44,0,0,0,254,0,0
0,0,0,0,0,0,0,69835,2547,0,0,0,4,1,0
0,0,0,0,0,0,0,69834,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69833,255,0,0,0,19,1,0
0,0,0,0,0,0,0,69832,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69831,359,0,2,0,1,1,0
0,0,0,0,0,0,0,69830,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69829,65,0,0,0,104,0,0
0,0,0,0,0,0,0,69828,1270,0,0,0,6,1,0
0,0,0,0,0,0,0,69827,3215,0,0,0,1,1,0
0,0,0,0,0,0,0,69826,105,0,5065,0,1,0,0
0,0,0,0,0,0,0,69825,72,0,0,0,256,0,0
0,0,0,0,0,0,0,69824,0,0,0,0,2,0,0
0,0,0,0,0,0,0,69823,40,0,0,0,1,0,0
0,0,0,0,0,0,0,69822,4759,0,0,0,14,1,0
0,0,0,0,0,0,0,69821,0,0,0,0,2,0,0
0,0,0,0,0,0,0,69820,7958,0,0,0,1,1,0
0,0,0,0,0,0,0,69819,5193,0,0,0,1,1,0
0,0,0,0,0,0,0,69818,2698,0,0,0,8,1,0
0,0,0,0,0,0,0,69817,3295,0,0,0,5,1,0
0,0,0,0,0,0,0,69816,12471,0,0,0,6,1,0
0,0,0,0,0,0,0,69815,82,0,0,0,230,0,0
0,0,0,0,0,0,0,69814,105,0,1985,0,1,0,0
0,0,0,0,0,0,0,69813,0,0,0,0,2,1,0
0,0,0,0,0,0,0,69812,1,0,0,0,1,0,0
0,0,0,0,0,0,0,69811,0,0,0,0,81,0,1
0,0,0,0,0,0,0,69810,80,0,0,0,54,0,0
0,0,0,0,0,0,0,69809,345,0,0,0,1,1,0
0,0,0,0,0,0,0,69808,146,0,5,0,2,0,0
0,0,0,0,0,0,0,69807,0,0,0,0,4,0,0
0,0,0,0,0,0,0,69806,329,0,0,0,1,1,0
0,0,0,0,0,0,0,69805,130,0,0,0,66,0,0
0,0,0,0,0,0,0,69804,119,0,0,0,148,0,0
0,0,0,0,0,0,0,69803,395,0,1,0,1,1,0
0,0,0,0,0,0,0,69802,1758,0,0,0,1,1,0
0,0,0,0,0,0,0,69801,133,0,0,0,71,0,0
0,0,0,0,0,0,0,69800,1227,0,0,0,2,1,0
0,0,0,0,0,0,0,69799,1509,0,0,0,4,1,0
0,0,0,0,0,0,0,69798,105,0,0,0,1,0,0
0,0,0,0,0,0,0,69797,358,0,0,0,11,1,0
0,0,0,0,0,0,0,69796,303,0,0,0,10,1,0
0,0,0,0,0,0,0,69795,328,0,0,0,1,1,0
0,0,0,0,0,0,0,69794,4591,0,0,0,21,1,0
0,0,0,0,0,0,0,69793,130,0,0,0,1,1,0
0,0,0,0,0,0,0,69792,0,0,0,0,16,1,0
0,0,0,0,0,0,0,69791,1022,0,0,0,23,1,0
0,0,0,0,0,0,0,69790,2108,0,0,0,9,1,0
0,0,0,0,0,0,0,69789,333,0,8,0,1,1,0
0,0,0,0,0,0,0,69788,6721,0,0,0,4,1,0
0,0,0,0,0,0,0,69787,0,0,0,0,1,0,0
0,0,0,0,0,0,0,69786,335,0,1,0,1,1,0
0,0,0,0,0,0,0,69785,8339,0,0,0,5,1,0
0,0,0,0,0,0,0,69784,7262,0,0,0,1,1,0
0,0,0,0,0,0,0,69783,13038,0,0,0,1,1,0
0,0,0,0,0,0,0,69782,390,0,0,0,13,1,0
0,0,0,0,0,0,0,69781,105,0,5753,0,1,0,0
0,0,0,0,0,0,0,69780,3380,0,31,1,1,1,0
0,0,0,0,0,0,0,69779,291,0,0,0,2,1,0
0,0,0,0,0,0,0,69778,0,0,0,0,9,1,0
0,0,0,0,0,0,0,69777,335,0,0,0,1,1,0
0,0,0,0,0,0,0,69776,132,0,0,0,216,0,0
0,0,0,0,0,0,0,69775,256,0,0,0,4,1,0
0,0,0,0,0,0,0,69774,7497,0,0,0,26,1,0
0,0,0,0,0,0,0,69773,307,0,0,0,2,1,0
0,0,0,0,0,0,0,69772,0,0,0,0,1,1,0
0,0,0,0,0,0,0,69771,276,0,0,0,13,1,0
0,0,0,0,0,0,0,69770,482,0,1,0,1,1,0
0,0,0,0,0,0,0,69769,0,0,0,0,21,1,0
0,0,0,0,0,0,0,69768,0,0,0,0,1,1,0
0,0,0,0,0,0,0,69767,330,0,2,0,1,1,0
0,0,0,0,0,0,0,69766,0,0,2,0,2,1,0
0,0,0,0,0,0,0,69765,748,0,0,0,9,1,0
0,0,0,0,0,0,0,69764,42,0,0,0,8,0,0
0,0,0,0,0,0,0,69763,1294,0,0,0,21,1,0
0,0,0,0,0,0,0,69762,1383,0,3,0,1,1,0
0,0,0,0,0,0,0,69761,4768,0,0,0,2,1,0
0,0,0,0,0,0,0,69760,4,0,0,0,191,0,0
0,0,0,0,0,0,0,69759,3491,0,0,0,10,1,0
0,0,0,0,0,0,0,69758,1062,0,0,0,6,1,0
0,0,0,0,0,0,0,69757,1337,0,0,0,35,1,0
0,0,0,0,0,0,0,69756,334,0,5,0,1,1,0
0,0,0,0,0,0,0,69755,2140,0,0,0,12,1,0
0,0,0,0,0,0,0,69754,1783,0,0,0,2,1,0
0,0,0,0,0,0,0,69753,0,0,0,0,2,1,0
0,0,0,0,0,0,0,69752,478,0,0,0,23,1,0
